"icd","vocabulary_id","ICD_string","phecode","phecode_string","category_num","category"
"S52.7","ICD10","Multiple fractures of forearm","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S52.8","ICD10","Fracture of other parts of forearm","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S52.9","ICD10","Fracture of forearm, part unspecified","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S42.2","ICD10","Fracture of upper end of humerus","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S42.3","ICD10","Fracture of shaft of humerus","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S42.4","ICD10","Fracture of lower end of humerus","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S42.7","ICD10","Multiple fractures of clavicle, scapula and humerus","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S42.8","ICD10","Fracture of other parts of shoulder and upper arm","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S42.9","ICD10","Fracture of shoulder girdle, part unspecified","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S52","ICD10","Fracture of forearm","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S52.0","ICD10","Fracture of upper end of ulna","MS_745.3","Fracture of upper limb",13,"Muscloskeletal"
"S92","ICD10","Fracture of foot, except ankle","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S92.0","ICD10","Fracture of calcaneus","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S92.1","ICD10","Fracture of talus","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S92.2","ICD10","Fracture of other tarsal bone(s)","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S92.3","ICD10","Fracture of metatarsal bone","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S92.4","ICD10","Fracture of great toe","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S92.5","ICD10","Fracture of other toe","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S92.7","ICD10","Multiple fractures of foot","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S92.9","ICD10","Fracture of foot, unspecified","MS_745.4","Fracture of foot and toe",13,"Muscloskeletal"
"S62","ICD10","Fracture at wrist and hand level","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.0","ICD10","Fracture of navicular [scaphoid] bone of hand","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.1","ICD10","Fracture of other carpal bone(s)","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.2","ICD10","Fracture of first metacarpal bone","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.3","ICD10","Fracture of other metacarpal bone","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.4","ICD10","Multiple fractures of metacarpal bones","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.5","ICD10","Fracture of thumb","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.6","ICD10","Fracture of other finger","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.7","ICD10","Multiple fractures of fingers","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S62.8","ICD10","Fracture of other and unspecified parts of wrist and hand","MS_745.5","Fracture of hand or wrist",13,"Muscloskeletal"
"S42.0","ICD10","Fracture of clavicle","MS_745.6","Fracture of bones in thorax",13,"Muscloskeletal"
"S42.1","ICD10","Fracture of scapula","MS_745.6","Fracture of bones in thorax",13,"Muscloskeletal"
"S22.1","ICD10","Multiple fractures of thoracic spine","MS_745.6","Fracture of bones in thorax",13,"Muscloskeletal"
"S22.2","ICD10","Fracture of sternum","MS_745.6","Fracture of bones in thorax",13,"Muscloskeletal"
"S22.3","ICD10","Fracture of rib","MS_745.6","Fracture of bones in thorax",13,"Muscloskeletal"
"S22.8","ICD10","Fracture of other parts of bony thorax","MS_745.6","Fracture of bones in thorax",13,"Muscloskeletal"
"S22.9","ICD10","Fracture of bony thorax, part unspecified","MS_745.6","Fracture of bones in thorax",13,"Muscloskeletal"
"T91.1","ICD10","Sequelae of fracture of spine","MS_745.6","Fracture of bones in thorax",13,"Muscloskeletal"
"S12.0","ICD10","Fracture of first cervical vertebra","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S12.1","ICD10","Fracture of second cervical vertebra","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S12.2","ICD10","Fracture of other specified cervical vertebra","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S12.7","ICD10","Multiple fractures of cervical spine","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S12.8","ICD10","Fracture of other parts of neck","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"T08","ICD10","Fracture of spine, level unspecified","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S12.9","ICD10","Fracture of neck, part unspecified","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S22.0","ICD10","Fracture of thoracic vertebra","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S32.0","ICD10","Fracture of lumbar vertebra","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S32.1","ICD10","Fracture of sacrum","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S12","ICD10","Fracture of neck","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S32.2","ICD10","Fracture of coccyx","MS_745.61","Fracture of vertebrae",13,"Muscloskeletal"
"S02","ICD10","Fracture of skull and facial bones","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.0","ICD10","Fracture of vault of skull","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.1","ICD10","Fracture of base of skull","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.2","ICD10","Fracture of nasal bones","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.3","ICD10","Fracture of orbital floor","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.4","ICD10","Fracture of malar and maxillary bones","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.6","ICD10","Fracture of mandible","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.7","ICD10","Multiple fractures involving skull and facial bones","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.8","ICD10","Fractures of other skull and facial bones","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"S02.9","ICD10","Fracture of skull and facial bones, part unspecified","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"T90.2","ICD10","Sequelae of fracture of skull and facial bones","MS_745.7","Skull and face fracture",13,"Muscloskeletal"
"M84.3","ICD10","Stress fracture, not elsewhere classified","MS_745.8","Stress fracture",13,"Muscloskeletal"
"M48.4","ICD10","Fatigue fracture of vertebra","MS_745.8","Stress fracture",13,"Muscloskeletal"
"M80.2","ICD10","Osteoporosis of disuse with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M80.3","ICD10","Postsurgical malabsorption osteoporosis with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M80.4","ICD10","Drug-induced osteoporosis with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M80.5","ICD10","Idiopathic osteoporosis with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M80.8","ICD10","Other osteoporosis with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M84.4","ICD10","Pathological fracture, not elsewhere classified","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M48.5","ICD10","Collapsed vertebra, not elsewhere classified","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M80.9","ICD10","Unspecified osteoporosis with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M49.5","ICD10","Collapsed vertebra in diseases classified elsewhere","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M80","ICD10","Osteoporosis with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M80.0","ICD10","Postmenopausal osteoporosis with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"M80.1","ICD10","Postoophorectomy osteoporosis with pathological fracture","MS_745.9","Pathological fracture",13,"Muscloskeletal"
"Q07","ICD10","Other congenital malformations of nervous system","CM_750","Congenital malformations of nervous system",14,"Congenital"
"Q07.8","ICD10","Other specified congenital malformations of nervous system","CM_750","Congenital malformations of nervous system",14,"Congenital"
"Q07.9","ICD10","Congenital malformation of nervous system, unspecified","CM_750","Congenital malformations of nervous system",14,"Congenital"
"G90.1","ICD10","Familial dysautonomia [Riley-Day]","CM_750","Congenital malformations of nervous system",14,"Congenital"
"Q04","ICD10","Other congenital malformations of brain","CM_750.1","Congenital malformations of brain",14,"Congenital"
"Q04.8","ICD10","Other specified congenital malformations of brain","CM_750.1","Congenital malformations of brain",14,"Congenital"
"Q04.9","ICD10","Congenital malformation of brain, unspecified","CM_750.1","Congenital malformations of brain",14,"Congenital"
"Q02","ICD10","Microcephaly","CM_750.111","Microcephaly",14,"Congenital"
"Q00","ICD10","Anencephaly and similar malformations","CM_750.112","Anencephalus and similar anomalies",14,"Congenital"
"Q00.0","ICD10","Anencephaly","CM_750.112","Anencephalus and similar anomalies",14,"Congenital"
"Q00.1","ICD10","Craniorachischisis","CM_750.112","Anencephalus and similar anomalies",14,"Congenital"
"Q00.2","ICD10","Iniencephaly","CM_750.112","Anencephalus and similar anomalies",14,"Congenital"
"Q04.1","ICD10","Arhinencephaly","CM_750.113","Congenital reduction deformities of brain",14,"Congenital"
"Q04.3","ICD10","Other reduction deformities of brain","CM_750.113","Congenital reduction deformities of brain",14,"Congenital"
"Q04.4","ICD10","Septo-optic dysplasia","CM_750.114","Septo-optic dysplasia of brain*",14,"Congenital"
"Q04.2","ICD10","Holoprosencephaly","CM_750.115","Holoprosencephaly*",14,"Congenital"
"Q04.0","ICD10","Congenital malformations of corpus callosum","CM_750.12","Congenital malformations of corpus callosum*",14,"Congenital"
"Q04.5","ICD10","Megalencephaly","CM_750.13","Megalencephaly*",14,"Congenital"
"Q04.6","ICD10","Congenital cerebral cysts","CM_750.14","Congenital cerebral cysts*",14,"Congenital"
"Q03.9","ICD10","Congenital hydrocephalus, unspecified","CM_750.15","Congenital hydrocephalus",14,"Congenital"
"Q03","ICD10","Congenital hydrocephalus","CM_750.15","Congenital hydrocephalus",14,"Congenital"
"Q03.8","ICD10","Other congenital hydrocephalus","CM_750.15","Congenital hydrocephalus",14,"Congenital"
"Q03.0","ICD10","Malformations of aqueduct of Sylvius","CM_750.151","Malformations of aqueduct of Sylvius*",14,"Congenital"
"Q03.1","ICD10","Atresia of foramina of Magendie and Luschka","CM_750.152","Atresia of foramina of Magendie and Luschka*",14,"Congenital"
"Q07.0","ICD10","Arnold-Chiari syndrome","CM_750.16","Arnold-Chiari syndrome*",14,"Congenital"
"Q06.1","ICD10","Hypoplasia and dysplasia of spinal cord","CM_750.2","Neural tube defects and congenital disorders of the spinal cord",14,"Congenital"
"Q06.3","ICD10","Other congenital cauda equina malformations","CM_750.2","Neural tube defects and congenital disorders of the spinal cord",14,"Congenital"
"Q06.8","ICD10","Other specified congenital malformations of spinal cord","CM_750.2","Neural tube defects and congenital disorders of the spinal cord",14,"Congenital"
"Q06.9","ICD10","Congenital malformation of spinal cord, unspecified","CM_750.2","Neural tube defects and congenital disorders of the spinal cord",14,"Congenital"
"Q06","ICD10","Other congenital malformations of spinal cord","CM_750.2","Neural tube defects and congenital disorders of the spinal cord",14,"Congenital"
"Q06.0","ICD10","Amyelia","CM_750.2","Neural tube defects and congenital disorders of the spinal cord",14,"Congenital"
"Q05","ICD10","Spina bifida","CM_750.21","Spina bifida",14,"Congenital"
"Q05.0","ICD10","Cervical spina bifida with hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.1","ICD10","Thoracic spina bifida with hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.2","ICD10","Lumbar spina bifida with hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.3","ICD10","Sacral spina bifida with hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.4","ICD10","Unspecified spina bifida with hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.5","ICD10","Cervical spina bifida without hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.6","ICD10","Thoracic spina bifida without hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.7","ICD10","Lumbar spina bifida without hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.8","ICD10","Sacral spina bifida without hydrocephalus","CM_750.21","Spina bifida",14,"Congenital"
"Q05.9","ICD10","Spina bifida, unspecified","CM_750.21","Spina bifida",14,"Congenital"
"Q76.0","ICD10","Spina bifida occulta","CM_750.22","Spina bifida occulta",14,"Congenital"
"Q01","ICD10","Encephalocele","CM_750.24","Encephalocele",14,"Congenital"
"Q01.0","ICD10","Frontal encephalocele","CM_750.24","Encephalocele",14,"Congenital"
"Q01.1","ICD10","Nasofrontal encephalocele","CM_750.24","Encephalocele",14,"Congenital"
"Q01.2","ICD10","Occipital encephalocele","CM_750.24","Encephalocele",14,"Congenital"
"Q01.8","ICD10","Encephalocele of other sites","CM_750.24","Encephalocele",14,"Congenital"
"Q01.9","ICD10","Encephalocele, unspecified","CM_750.24","Encephalocele",14,"Congenital"
"Q06.4","ICD10","Hydromyelia","CM_750.26","Hydromyelia",14,"Congenital"
"Q06.2","ICD10","Diastematomyelia","CM_750.27","Diastematomyelia",14,"Congenital"
"Q15","ICD10","Other congenital malformations of eye","CM_751","Congenital anomalies of eye",14,"Congenital"
"Q15.8","ICD10","Other specified congenital malformations of eye","CM_751","Congenital anomalies of eye",14,"Congenital"
"Q15.9","ICD10","Congenital malformation of eye, unspecified","CM_751","Congenital anomalies of eye",14,"Congenital"
"Q10.7","ICD10","Congenital malformation of orbit","CM_751.1","Congenital disorders of the orbit",14,"Congenital"
"Q11","ICD10","Anophthalmos, microphthalmos and macrophthalmos","CM_751.11","Aplasia/Hypoplasia affecting the eye",14,"Congenital"
"Q11.0","ICD10","Cystic eyeball","CM_751.111","Cystic eyeball",14,"Congenital"
"Q11.2","ICD10","Microphthalmos","CM_751.112","Microphthalmos",14,"Congenital"
"Q11.1","ICD10","Other anophthalmos","CM_751.113","Anophthalmos",14,"Congenital"
"Q13","ICD10","Congenital malformations of anterior segment of eye","CM_751.2","Congenital malformations of anterior segment of eye",14,"Congenital"
"Q13.8","ICD10","Other congenital malformations of anterior segment of eye","CM_751.2","Congenital malformations of anterior segment of eye",14,"Congenital"
"Q13.9","ICD10","Congenital malformation of anterior segment of eye, unspecified","CM_751.2","Congenital malformations of anterior segment of eye",14,"Congenital"
"Q12.8","ICD10","Other congenital lens malformations","CM_751.21","Congenital lens anomalies",14,"Congenital"
"Q12.9","ICD10","Congenital lens malformation, unspecified","CM_751.21","Congenital lens anomalies",14,"Congenital"
"Q12","ICD10","Congenital lens malformations","CM_751.21","Congenital lens anomalies",14,"Congenital"
"Q12.3","ICD10","Congenital aphakia","CM_751.211","Congenital aphakia",14,"Congenital"
"Q12.4","ICD10","Spherophakia","CM_751.212","Spherophakia*",14,"Congenital"
"Q12.0","ICD10","Congenital cataract","CM_751.213","Congenital cataract",14,"Congenital"
"Q12.1","ICD10","Congenital displaced lens","CM_751.214","Congenital displaced lens (Ectopia lentis)",14,"Congenital"
"Q12.2","ICD10","Coloboma of lens","CM_751.215","Coloboma of lens*",14,"Congenital"
"Q13.0","ICD10","Coloboma of iris","CM_751.22","Congenital malformations of iris",14,"Congenital"
"Q13.2","ICD10","Other congenital malformations of iris","CM_751.22","Congenital malformations of iris",14,"Congenital"
"Q13.1","ICD10","Absence of iris","CM_751.221","Absence of iris [Aniridia]",14,"Congenital"
"Q13.4","ICD10","Other congenital corneal malformations","CM_751.23","Congenital corneal malformations",14,"Congenital"
"Q13.3","ICD10","Congenital corneal opacity","CM_751.231","Congenital corneal opacity",14,"Congenital"
"Q13.5","ICD10","Blue sclera","CM_751.241","Blue sclera*",14,"Congenital"
"Q14","ICD10","Congenital malformations of posterior segment of eye","CM_751.3","Congenital malformations of posterior segment of eye",14,"Congenital"
"Q14.8","ICD10","Other congenital malformations of posterior segment of eye","CM_751.3","Congenital malformations of posterior segment of eye",14,"Congenital"
"Q14.9","ICD10","Congenital malformation of posterior segment of eye, unspecified","CM_751.3","Congenital malformations of posterior segment of eye",14,"Congenital"
"Q14.0","ICD10","Congenital malformation of vitreous humour","CM_751.31","Congenital malformation of vitreous humor",14,"Congenital"
"Q14.1","ICD10","Congenital malformation of retina","CM_751.32","Congenital malformation of retina",14,"Congenital"
"Q14.2","ICD10","Congenital malformation of optic disc","CM_751.33","Congenital malformation of optic disc",14,"Congenital"
"Q14.3","ICD10","Congenital malformation of choroid","CM_751.34","Congenital malformation of choroid",14,"Congenital"
"Q15.0","ICD10","Congenital glaucoma","CM_751.4","Congenital glaucoma and buphthalmos",14,"Congenital"
"Q13.0","ICD10","Coloboma of iris","CM_751.5","Coloboma",14,"Congenital"
"Q12.2","ICD10","Coloboma of lens","CM_751.5","Coloboma",14,"Congenital"
"Q11.3","ICD10","Macrophthalmos","CM_751.6","Macrophthalmosa*",14,"Congenital"
"Q10","ICD10","Congenital malformations of eyelid, lacrimal apparatus and orbit","CM_751.7","Congenital anomalies of eyelids",14,"Congenital"
"Q10.1","ICD10","Congenital ectropion","CM_751.71","Congenital malformations of eyelid",14,"Congenital"
"Q10.2","ICD10","Congenital entropion","CM_751.71","Congenital malformations of eyelid",14,"Congenital"
"Q10.3","ICD10","Other congenital malformations of eyelid","CM_751.71","Congenital malformations of eyelid",14,"Congenital"
"Q10.0","ICD10","Congenital ptosis","CM_751.711","Congenital ptosis",14,"Congenital"
"Q10.4","ICD10","Absence and agenesis of lacrimal apparatus","CM_751.8","Congenital anomalies of lacrimal gland",14,"Congenital"
"Q10.5","ICD10","Congenital stenosis and stricture of lacrimal duct","CM_751.8","Congenital anomalies of lacrimal gland",14,"Congenital"
"Q10.6","ICD10","Other congenital malformations of lacrimal apparatus","CM_751.8","Congenital anomalies of lacrimal gland",14,"Congenital"
"Q16.9","ICD10","Congenital malformation of ear causing impairment of hearing, unspecified","CM_752","Congenital malformations of ear",14,"Congenital"
"Q17","ICD10","Other congenital malformations of ear","CM_752","Congenital malformations of ear",14,"Congenital"
"Q17.3","ICD10","Other misshapen ear","CM_752","Congenital malformations of ear",14,"Congenital"
"Q17.8","ICD10","Other specified congenital malformations of ear","CM_752","Congenital malformations of ear",14,"Congenital"
"Q17.9","ICD10","Congenital malformation of ear, unspecified","CM_752","Congenital malformations of ear",14,"Congenital"
"Q16","ICD10","Congenital malformations of ear causing impairment of hearing","CM_752","Congenital malformations of ear",14,"Congenital"
"Q17.2","ICD10","Microtia","CM_752.11","Microtia",14,"Congenital"
"Q16.0","ICD10","Congenital absence of (ear) auricle","CM_752.12","Congenital absence of external ear [Anotia]",14,"Congenital"
"Q17.1","ICD10","Macrotia","CM_752.2","Macrotia",14,"Congenital"
"Q17.0","ICD10","Accessory auricle","CM_752.3","Accessory auricle",14,"Congenital"
"Q17.4","ICD10","Misplaced ear","CM_752.4","Misplaced ear [Abnormal location of ears]*",14,"Congenital"
"Q17.5","ICD10","Prominent ear","CM_752.5","Prominent ear [Protruding ear]*",14,"Congenital"
"Q16.1","ICD10","Congenital absence, atresia and stricture of auditory canal (external)","CM_752.6","Congenital absence, atresia and stricture of auditory canal*",14,"Congenital"
"Q16.3","ICD10","Congenital malformation of ear ossicles","CM_752.7","Congenital anomaly of middle ear",14,"Congenital"
"Q16.4","ICD10","Other congenital malformations of middle ear","CM_752.7","Congenital anomaly of middle ear",14,"Congenital"
"Q16.2","ICD10","Absence of eustachian tube","CM_752.7","Congenital anomaly of middle ear",14,"Congenital"
"Q16.5","ICD10","Congenital malformation of inner ear","CM_752.8","Congenital malformation of inner ear",14,"Congenital"
"Q18","ICD10","Other congenital malformations of face and neck","CM_753","Congenital malformations of face and neck",14,"Congenital"
"Q18.8","ICD10","Other specified congenital malformations of face and neck","CM_753","Congenital malformations of face and neck",14,"Congenital"
"Q18.9","ICD10","Congenital malformation of face and neck, unspecified","CM_753","Congenital malformations of face and neck",14,"Congenital"
"Q18.0","ICD10","Sinus, fistula and cyst of branchial cleft","CM_753.1","Branchial anomaly",14,"Congenital"
"Q18.2","ICD10","Other branchial cleft malformations","CM_753.1","Branchial anomaly",14,"Congenital"
"Q18.1","ICD10","Preauricular sinus and cyst","CM_753.2","Preauricular sinus and cyst",14,"Congenital"
"Q18.3","ICD10","Webbing of neck","CM_753.3","Webbing of neck",14,"Congenital"
"Q38.5","ICD10","Congenital malformations of palate, not elsewhere classified","CM_754","Congenital malformations of tongue, mouth and pharynx",14,"Congenital"
"Q38.6","ICD10","Other congenital malformations of mouth","CM_754","Congenital malformations of tongue, mouth and pharynx",14,"Congenital"
"Q38","ICD10","Other congenital malformations of tongue, mouth and pharynx","CM_754","Congenital malformations of tongue, mouth and pharynx",14,"Congenital"
"Q35","ICD10","Cleft palate","CM_754.11","Cleft palate",14,"Congenital"
"Q35.1","ICD10","Cleft hard palate","CM_754.11","Cleft palate",14,"Congenital"
"Q35.3","ICD10","Cleft soft palate","CM_754.11","Cleft palate",14,"Congenital"
"Q35.5","ICD10","Cleft hard palate with cleft soft palate","CM_754.11","Cleft palate",14,"Congenital"
"Q35.9","ICD10","Cleft palate, unspecified","CM_754.11","Cleft palate",14,"Congenital"
"Q37","ICD10","Cleft palate with cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q37.0","ICD10","Cleft hard palate with bilateral cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q37.1","ICD10","Cleft hard palate with unilateral cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q37.2","ICD10","Cleft soft palate with bilateral cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q37.3","ICD10","Cleft soft palate with unilateral cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q37.4","ICD10","Cleft hard and soft palate with bilateral cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q37.5","ICD10","Cleft hard and soft palate with unilateral cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q37.8","ICD10","Unspecified cleft palate with bilateral cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q37.9","ICD10","Unspecified cleft palate with unilateral cleft lip","CM_754.111","Cleft palate with cleft lip",14,"Congenital"
"Q36","ICD10","Cleft lip","CM_754.12","Cleft lip (without cleft palate)",14,"Congenital"
"Q36.0","ICD10","Cleft lip, bilateral","CM_754.12","Cleft lip (without cleft palate)",14,"Congenital"
"Q36.1","ICD10","Cleft lip, median","CM_754.12","Cleft lip (without cleft palate)",14,"Congenital"
"Q36.9","ICD10","Cleft lip, unilateral","CM_754.12","Cleft lip (without cleft palate)",14,"Congenital"
"Q35.7","ICD10","Cleft uvula","CM_754.14","Cleft uvula [Bifid uvula]*",14,"Congenital"
"Q18.4","ICD10","Macrostomia","CM_754.31","Macrostomia",14,"Congenital"
"Q18.5","ICD10","Microstomia","CM_754.32","Microstomia",14,"Congenital"
"Q38.0","ICD10","Congenital malformations of lips, not elsewhere classified","CM_754.4","Congenital malformations of lips",14,"Congenital"
"Q18.6","ICD10","Macrocheilia","CM_754.41","Macrocheilia",14,"Congenital"
"Q18.7","ICD10","Microcheilia","CM_754.42","Microcheilia",14,"Congenital"
"Q38.3","ICD10","Other congenital malformations of tongue","CM_754.5","Congenital malformations of tongue",14,"Congenital"
"Q38.2","ICD10","Macroglossia","CM_754.52","Macroglossia",14,"Congenital"
"Q38.4","ICD10","Congenital malformations of salivary glands and ducts","CM_754.6","Congenital malformations of salivary glands and ducts",14,"Congenital"
"Q38.8","ICD10","Other congenital malformations of pharynx","CM_754.7","Congenital anomalies of pharynx",14,"Congenital"
"Q38.7","ICD10","Pharyngeal pouch","CM_754.71","Congenital pharyngeal pouch [Diverticulum of pharynx]",14,"Congenital"
"Q75","ICD10","Other congenital malformations of skull and face bones","CM_755","Congenital deformities of skull, face, and jaw",14,"Congenital"
"Q67.4","ICD10","Other congenital deformities of skull, face and jaw","CM_755","Congenital deformities of skull, face, and jaw",14,"Congenital"
"Q75.8","ICD10","Other specified congenital malformations of skull and face bones","CM_755","Congenital deformities of skull, face, and jaw",14,"Congenital"
"Q75.9","ICD10","Congenital malformation of skull and face bones, unspecified","CM_755","Congenital deformities of skull, face, and jaw",14,"Congenital"
"Q87.0","ICD10","Congenital malformation syndromes predominantly affecting facial appearance","CM_755","Congenital deformities of skull, face, and jaw",14,"Congenital"
"Q67.0","ICD10","Facial asymmetry","CM_755.1","Congenital facial asymmetry*",14,"Congenital"
"Q67.1","ICD10","Compression facies","CM_755.1","Congenital facial asymmetry*",14,"Congenital"
"Q67.2","ICD10","Dolichocephaly","CM_755.21","Dolichocephaly*",14,"Congenital"
"Q67.3","ICD10","Plagiocephaly","CM_755.22","Plagiocephaly*",14,"Congenital"
"Q75.0","ICD10","Craniosynostosis","CM_755.23","Craniosynostosis*",14,"Congenital"
"Q75.1","ICD10","Craniofacial dysostosis","CM_755.3","Craniofacial dysostosis*",14,"Congenital"
"Q75.5","ICD10","Oculomandibular dysostosis","CM_755.3","Craniofacial dysostosis*",14,"Congenital"
"Q75.4","ICD10","Mandibulofacial dysostosis","CM_755.31","Mandibulofacial dysostosis*",14,"Congenital"
"Q75.3","ICD10","Macrocephaly","CM_755.4","Macrocephaly*",14,"Congenital"
"Q75.2","ICD10","Hypertelorism","CM_755.5","Hypertelorism",14,"Congenital"
"Q30","ICD10","Congenital malformations of nose","CM_755.6","Congenital anomalies of nose",14,"Congenital"
"Q30.3","ICD10","Congenital perforated nasal septum","CM_755.6","Congenital anomalies of nose",14,"Congenital"
"Q30.8","ICD10","Other congenital malformations of nose","CM_755.6","Congenital anomalies of nose",14,"Congenital"
"Q30.9","ICD10","Congenital malformation of nose, unspecified","CM_755.6","Congenital anomalies of nose",14,"Congenital"
"Q30.0","ICD10","Choanal atresia","CM_755.61","Choanal atresia",14,"Congenital"
"Q30.2","ICD10","Fissured, notched and cleft nose","CM_755.62","Fissured, notched and cleft nose*",14,"Congenital"
"Q30.1","ICD10","Agenesis and underdevelopment of nose","CM_755.63","Agenesis and underdevelopment of nose*",14,"Congenital"
"P96.3","ICD10","Wide cranial sutures of newborn","CM_755.7","Wide cranial sutures of newborn*",14,"Congenital"
"Q40","ICD10","Other congenital malformations of upper alimentary tract","CM_757","Congenital anomalies of upper GI tract",14,"Congenital"
"Q40.8","ICD10","Other specified congenital malformations of upper alimentary tract","CM_757","Congenital anomalies of upper GI tract",14,"Congenital"
"Q40.9","ICD10","Congenital malformation of upper alimentary tract, unspecified","CM_757","Congenital anomalies of upper GI tract",14,"Congenital"
"Q39","ICD10","Congenital malformations of oesophagus","CM_757.1","Congenital malformations of esophagus",14,"Congenital"
"Q39.8","ICD10","Other congenital malformations of oesophagus","CM_757.1","Congenital malformations of esophagus",14,"Congenital"
"Q39.9","ICD10","Congenital malformation of oesophagus, unspecified","CM_757.1","Congenital malformations of esophagus",14,"Congenital"
"Q39.0","ICD10","Atresia of oesophagus without fistula","CM_757.11","Congenital tracheoesophageal fistula, esophageal atresia and stenosis",14,"Congenital"
"Q39.1","ICD10","Atresia of oesophagus with tracheo-oesophageal fistula","CM_757.11","Congenital tracheoesophageal fistula, esophageal atresia and stenosis",14,"Congenital"
